eegLowAlpha,eSenseMeditation,objectId,eegTheta,eegLowBeta,eegHighGamma,eegLowGamma,updatedAt,eegDelta,poorSignal,eegHighBeta,createdAt,eegHighAlpha,eSenseAttention
6272,53,ancV2Eg1zE,15543,5376,1803,1462,2014-08-04T03:34:40.416Z,123867,0,2478,2014-08-04T03:34:40.416Z,3772,34
32403,56,ZXDMBoFm05,91041,16819,5579,5101,2014-08-04T03:34:41.407Z,93087,0,14478,2014-08-04T03:34:41.407Z,24147,29
12464,54,cc6AJn7v6D,35443,5588,1595,1934,2014-08-04T03:34:42.397Z,102401,0,4839,2014-08-04T03:34:42.397Z,7568,38
24394,69,n7xeZImODI,8854,11563,5297,7844,2014-08-04T03:34:43.432Z,38785,0,17206,2014-08-04T03:34:43.432Z,11643,51
0,0,24lyP50tNh,0,0,0,0,2014-08-04T03:34:44.360Z,0,0,0,2014-08-04T03:34:44.360Z,0,0
33560,69,ah2tWbp6EF,306060,49047,5416,7844,2014-08-04T03:34:44.437Z,1636815,0,21620,2014-08-04T03:34:44.437Z,121638,44
11484,70,0vRe15WMF7,24761,6000,2058,2793,2014-08-04T03:34:45.364Z,85442,0,4051,2014-08-04T03:34:45.364Z,6454,44
3000,64,ExmLa4xReb,20172,1743,720,990,2014-08-04T03:34:46.423Z,63372,0,1563,2014-08-04T03:34:46.423Z,2263,43
11792,60,oJ0o8Pkofn,26663,3029,960,1761,2014-08-04T03:34:47.468Z,154908,0,3899,2014-08-04T03:34:47.468Z,12725,29
8513,64,ImdQ6zBWif,16511,5587,1372,2397,2014-08-04T03:34:48.387Z,105116,0,2161,2014-08-04T03:34:48.387Z,6378,34
16351,56,Ga8NMx6jK9,74799,8456,6272,8037,2014-08-04T03:34:49.385Z,35869,0,5532,2014-08-04T03:34:49.385Z,2484,27
12937,64,vkmxlqHpZQ,67809,10721,7612,8598,2014-08-04T03:34:50.406Z,74800,0,14002,2014-08-04T03:34:50.406Z,29829,35
16234,60,3sCy8iR57O,19346,7212,11790,11774,2014-08-04T03:34:51.394Z,3838,0,25537,2014-08-04T03:34:51.394Z,4590,50
3646,40,pgK9Ql4Aez,23082,5552,6718,3173,2014-08-04T03:34:52.365Z,8930,0,20715,2014-08-04T03:34:52.365Z,2973,67
10413,50,rZ0U0MmYJg,21252,7847,10119,4740,2014-08-04T03:34:53.446Z,23280,0,6666,2014-08-04T03:34:53.446Z,9039,78
7570,53,B27NfdnLRJ,22564,13738,11611,14922,2014-08-04T03:34:54.367Z,74930,0,16842,2014-08-04T03:34:54.367Z,19216,84
0,0,MjlQT6IA4d,0,0,0,0,2014-08-04T03:34:55.210Z,0,0,0,2014-08-04T03:34:55.210Z,0,0
160318,69,3rCcMsb2au,105420,11759,13728,39694,2014-08-04T03:34:55.347Z,1257556,0,18102,2014-08-04T03:34:55.347Z,128024,64
2590,69,ZE4DR9POLz,21383,1985,1265,3267,2014-08-04T03:34:56.834Z,245880,0,2789,2014-08-04T03:34:56.834Z,343,50
12199,67,Gp6XkNw4G4,28027,5881,17589,14573,2014-08-04T03:34:57.337Z,320635,0,14949,2014-08-04T03:34:57.337Z,11231,54
10151,57,tzccpjLZp0,95028,27857,10506,8018,2014-08-04T03:34:58.372Z,24915,0,28729,2014-08-04T03:34:58.372Z,22916,51
18188,47,nzNWMROhV2,59498,15831,11482,11556,2014-08-04T03:34:59.356Z,37460,0,12956,2014-08-04T03:34:59.356Z,40109,57
0,0,kFLAMB6W73,0,0,0,0,2014-08-04T03:34:59.461Z,0,0,0,2014-08-04T03:34:59.461Z,0,0
0,0,MwtLTSSV3W,0,0,0,0,2014-08-04T03:35:00.240Z,0,0,0,2014-08-04T03:35:00.240Z,0,0
11946,44,jJLNQJDoFa,274400,17294,10358,12751,2014-08-04T03:35:00.337Z,1248230,0,94068,2014-08-04T03:35:00.337Z,22741,64
96294,50,ihy00ywB55,106078,49248,12853,16474,2014-08-04T03:35:01.314Z,1025840,0,13916,2014-08-04T03:35:01.314Z,28390,53
13861,48,PqxYor0hTX,167666,16445,8363,7199,2014-08-04T03:35:02.358Z,1491552,0,15598,2014-08-04T03:35:02.358Z,29724,44
22336,37,7GqdEQba9x,216631,22668,2744,10456,2014-08-04T03:35:03.325Z,213332,0,32491,2014-08-04T03:35:03.325Z,44581,44
0,0,EuiwqDvMnn,0,0,0,0,2014-08-04T03:35:03.425Z,0,0,0,2014-08-04T03:35:03.425Z,0,0
8585,64,IwYX3uLgjx,12649,2971,940,752,2014-08-04T03:35:04.346Z,579571,0,2066,2014-08-04T03:35:04.346Z,10453,34
6809,63,KrMRn5acAN,33206,21498,11890,10966,2014-08-04T03:35:05.353Z,75947,0,16056,2014-08-04T03:35:05.353Z,39828,43
13889,69,S4mzEEvxub,24764,13995,7664,6627,2014-08-04T03:35:06.296Z,956095,0,39620,2014-08-04T03:35:06.296Z,15259,60
0,0,ujZPH1fO4u,0,0,0,0,2014-08-04T03:35:06.701Z,0,0,0,2014-08-04T03:35:06.701Z,0,0
15845,67,rjroo0xShe,79570,3548,5188,3413,2014-08-04T03:35:07.347Z,283786,0,3305,2014-08-04T03:35:07.347Z,4386,50
19482,66,w4Qe6hMKWq,9449,4253,2116,3728,2014-08-04T03:35:08.309Z,142392,0,5443,2014-08-04T03:35:08.309Z,986,57
0,0,8OxD7GMoyo,0,0,0,0,2014-08-04T03:35:09.087Z,0,0,0,2014-08-04T03:35:09.087Z,0,0
11359,54,3wLh0wJnMq,78147,2065,2332,1903,2014-08-04T03:35:09.318Z,264004,0,8318,2014-08-04T03:35:09.318Z,5267,51
24623,50,Jt01qOMi20,144230,5764,12483,5844,2014-08-04T03:35:10.275Z,10798,0,17983,2014-08-04T03:35:10.275Z,17599,37
20384,61,wDCecJRyPe,34862,14345,5103,6792,2014-08-04T03:35:11.292Z,40614,0,14627,2014-08-04T03:35:11.292Z,21652,51
1786,47,4lYmjeXWI3,25079,8547,1554,598,2014-08-04T03:35:12.311Z,151863,0,2917,2014-08-04T03:35:12.311Z,8438,44
23295,54,taeTiHCOX0,57474,16421,4160,7613,2014-08-04T03:35:13.285Z,119934,0,16800,2014-08-04T03:35:13.285Z,16809,50
0,0,JhlAcT4MnF,0,0,0,0,2014-08-04T03:35:14.352Z,0,0,0,2014-08-04T03:35:14.352Z,0,0
43205,53,aaVvksePPy,270450,13227,8949,7145,2014-08-04T03:35:14.403Z,170735,0,16907,2014-08-04T03:35:14.403Z,26449,44
39965,44,tamjW22m61,143430,9023,3176,1534,2014-08-04T03:35:15.296Z,720379,0,6206,2014-08-04T03:35:15.296Z,7173,30
6837,64,Nu7xSA1A06,10072,6423,3814,8226,2014-08-04T03:35:16.307Z,16603,0,5367,2014-08-04T03:35:16.307Z,24126,35
4759,64,zbGqIRPijb,14728,3734,2250,428,2014-08-04T03:35:17.298Z,15153,0,1075,2014-08-04T03:35:17.298Z,3016,24
24109,70,YrOob0TrSA,78825,11878,8897,9401,2014-08-04T03:35:18.273Z,1127609,0,12822,2014-08-04T03:35:18.273Z,24860,29
2536,78,uviSeWDTCV,12489,5580,751,1347,2014-08-04T03:35:19.279Z,368651,0,4573,2014-08-04T03:35:19.279Z,9277,43
19753,66,Rkeb3nUIZv,48993,10304,4948,7874,2014-08-04T03:35:20.270Z,18619,0,13629,2014-08-04T03:35:20.270Z,20422,44
16356,61,iUMF1Oafec,72137,10965,4118,11706,2014-08-04T03:35:21.281Z,17161,0,18139,2014-08-04T03:35:21.281Z,11850,54
5302,41,gMthBKRIfO,91489,19498,3407,10112,2014-08-04T03:35:22.286Z,34552,0,16872,2014-08-04T03:35:22.286Z,5779,60
4563,47,0JIzVvgQ8T,10456,1669,548,2735,2014-08-04T03:35:23.277Z,62161,0,2005,2014-08-04T03:35:23.277Z,6245,53
3576,40,8fyvyJQoip,17479,2966,644,930,2014-08-04T03:35:24.312Z,218563,0,636,2014-08-04T03:35:24.312Z,3572,40
1898,43,GDSKOp7RzL,30049,5717,4723,5182,2014-08-04T03:35:25.268Z,83451,0,2268,2014-08-04T03:35:25.268Z,12268,29
4557,48,ZC2H5czg4M,120860,10675,13137,15368,2014-08-04T03:35:26.233Z,137890,0,12006,2014-08-04T03:35:26.233Z,12886,23
1882,37,G0FeOkVKiD,11113,6925,11181,13562,2014-08-04T03:35:27.268Z,14869,0,8488,2014-08-04T03:35:27.268Z,4841,37
3103,29,X5stkNMDXR,33848,8180,1491,5010,2014-08-04T03:35:28.286Z,36291,0,2489,2014-08-04T03:35:28.286Z,4434,43
21336,35,16oOGeL2dU,54058,10494,16961,16240,2014-08-04T03:35:29.285Z,122008,0,12613,2014-08-04T03:35:29.285Z,24322,50
328,41,3vfRKSN39J,15163,2963,3618,2376,2014-08-04T03:35:30.247Z,43872,0,2941,2014-08-04T03:35:30.247Z,3800,54
0,0,M8wmn9WeLf,0,0,0,0,2014-08-04T03:35:30.864Z,0,0,0,2014-08-04T03:35:30.864Z,0,0
108398,24,hwdFntwK0n,1877174,14386,31817,48408,2014-08-04T03:35:31.118Z,979830,0,34581,2014-08-04T03:35:31.118Z,13712,27
0,0,MCjKH1tzhb,0,0,0,0,2014-08-04T03:35:31.545Z,0,0,0,2014-08-04T03:35:31.545Z,0,0
281167,35,JCqTAgIpFK,882614,97348,59242,27982,2014-08-04T03:35:32.157Z,1697484,0,36148,2014-08-04T03:35:32.157Z,194298,21
20985,11,UXUuNjp2ok,831130,21476,17636,8390,2014-08-04T03:35:33.145Z,305927,0,11208,2014-08-04T03:35:33.145Z,37205,3
13840,1,TCdvUR7qxW,337589,30073,15319,18916,2014-08-04T03:35:34.212Z,1113723,0,19171,2014-08-04T03:35:34.212Z,9550,1
76759,14,kZd57Wwr9W,251981,33561,23953,25180,2014-08-04T03:35:35.067Z,290053,0,24231,2014-08-04T03:35:35.067Z,15710,7
4861,7,wRrisZsXRf,20064,1639,5272,5354,2014-08-04T03:35:36.167Z,162310,0,3959,2014-08-04T03:35:36.167Z,788,20
0,0,ar2G2za5zd,0,0,0,0,2014-08-04T03:35:37.097Z,0,0,0,2014-08-04T03:35:37.097Z,0,0
27641,26,Slqtdw0x4k,92355,9702,8176,12129,2014-08-04T03:35:37.228Z,237264,0,8024,2014-08-04T03:35:37.228Z,13380,34
12969,44,16VdbMSgvA,93148,2266,4258,5328,2014-08-04T03:35:38.261Z,80054,0,3913,2014-08-04T03:35:38.261Z,17425,27
0,0,FiF9WQWxAo,0,0,0,0,2014-08-04T03:35:38.561Z,0,0,0,2014-08-04T03:35:38.561Z,0,0
9166,41,X5rmLzjPat,80428,3070,5889,6788,2014-08-04T03:35:39.161Z,1105040,0,10361,2014-08-04T03:35:39.161Z,11702,30
0,0,mfetJZlJOs,0,0,0,0,2014-08-04T03:35:39.585Z,0,0,0,2014-08-04T03:35:39.585Z,0,0
23807,40,Qlbwb7DNKE,272038,20331,9706,13135,2014-08-04T03:35:40.211Z,340764,0,25179,2014-08-04T03:35:40.211Z,37792,26
0,0,P61ia8vOx3,0,0,0,0,2014-08-04T03:35:40.602Z,0,0,0,2014-08-04T03:35:40.602Z,0,0
44334,27,VDUdHJIhXP,351497,12833,6373,9767,2014-08-04T03:35:41.206Z,599032,0,20280,2014-08-04T03:35:41.206Z,6741,24
13462,23,7TZs0jkCFh,91011,3699,9293,14775,2014-08-04T03:35:42.154Z,1060614,0,3390,2014-08-04T03:35:42.154Z,4771,24
0,0,NA3YYb4Hth,0,0,0,0,2014-08-04T03:35:42.804Z,0,0,0,2014-08-04T03:35:42.804Z,0,0
10456,26,1wX42yhzrM,50292,11158,5803,14767,2014-08-04T03:35:43.136Z,672493,0,8762,2014-08-04T03:35:43.136Z,11928,26
0,0,DlgjTip8iH,0,0,0,0,2014-08-04T03:35:43.871Z,0,0,0,2014-08-04T03:35:43.871Z,0,0
0,0,7eIyhNsqQK,0,0,0,0,2014-08-04T03:35:44.124Z,0,0,0,2014-08-04T03:35:44.124Z,0,0
142947,27,o2tJb0aSMe,746169,84537,40760,57067,2014-08-04T03:35:44.197Z,893202,0,90990,2014-08-04T03:35:44.197Z,79951,27
31307,41,7HwZ6Wdoyk,87039,6981,1895,3916,2014-08-04T03:35:45.187Z,861020,0,3072,2014-08-04T03:35:45.187Z,11261,23
42338,43,C1GOVziHG8,255843,21231,5899,9851,2014-08-04T03:35:46.126Z,1253096,0,8640,2014-08-04T03:35:46.126Z,15661,23
0,0,IVztyzL0wM,0,0,0,0,2014-08-04T03:35:46.321Z,0,0,0,2014-08-04T03:35:46.321Z,0,0
0,0,09teuOpFhr,0,0,0,0,2014-08-04T03:35:47.125Z,0,0,0,2014-08-04T03:35:47.125Z,0,0
217016,60,kl9StEaUZb,218058,80137,20368,54372,2014-08-04T03:35:47.206Z,2443529,0,56664,2014-08-04T03:35:47.206Z,264810,17
14506,64,Ey5BEThyLH,49644,3003,2661,6611,2014-08-04T03:35:48.165Z,291212,0,4002,2014-08-04T03:35:48.165Z,3793,14
16670,61,GuOD5uE55M,95046,4669,16844,6251,2014-08-04T03:35:49.208Z,688831,0,5516,2014-08-04T03:35:49.208Z,17524,17
7836,64,T8KzpchiXm,12888,14076,12833,13900,2014-08-04T03:35:50.195Z,22643,0,15535,2014-08-04T03:35:50.195Z,3730,43
0,0,uzevEpA9rJ,0,0,0,0,2014-08-04T03:35:50.444Z,0,0,0,2014-08-04T03:35:50.444Z,0,0
248562,54,VdK0S6gbE4,431988,21799,17398,12109,2014-08-04T03:35:51.154Z,899703,0,48079,2014-08-04T03:35:51.154Z,47978,41
0,0,96QK6l5XQX,0,0,0,0,2014-08-04T03:35:51.788Z,0,0,0,2014-08-04T03:35:51.788Z,0,0
1852,48,IyKOPIBlZs,11661,4313,2470,1096,2014-08-04T03:35:52.151Z,302691,0,3952,2014-08-04T03:35:52.151Z,1959,53
0,0,TaGJwvdCzH,0,0,0,0,2014-08-04T03:35:52.562Z,0,0,0,2014-08-04T03:35:52.562Z,0,0
52912,40,dsfNrnDUaE,743975,18829,7087,5232,2014-08-04T03:35:53.181Z,2268045,0,67295,2014-08-04T03:35:53.181Z,80311,57
43119,48,aXNM7SxL6w,74700,8562,4965,7401,2014-08-04T03:35:54.143Z,80757,0,19351,2014-08-04T03:35:54.143Z,11250,47
0,0,Lwv2gPfxDm,0,0,0,0,2014-08-04T03:35:54.525Z,0,0,0,2014-08-04T03:35:54.525Z,0,0
0,0,up1YL96mnF,0,0,0,0,2014-08-04T03:35:54.580Z,0,0,0,2014-08-04T03:35:54.580Z,0,0
542901,54,kjQK3FYCYX,442903,72001,34808,55657,2014-08-04T03:35:55.129Z,888058,0,115424,2014-08-04T03:35:55.129Z,78630,50
0,0,FkjYd4NkZF,0,0,0,0,2014-08-04T03:35:55.243Z,0,0,0,2014-08-04T03:35:55.243Z,0,0
5470,56,CEC4jpigy5,27053,4194,1436,2735,2014-08-04T03:35:56.106Z,447782,0,2508,2014-08-04T03:35:56.106Z,2579,40
2297,74,eOzuB6GHst,3455,2495,3738,2035,2014-08-04T03:35:57.110Z,56386,0,1716,2014-08-04T03:35:57.110Z,3731,47
0,0,6TdybsnVSL,0,0,0,0,2014-08-04T03:35:57.741Z,0,0,0,2014-08-04T03:35:57.741Z,0,0
165818,77,bwDTHh61uA,261408,69086,27553,18427,2014-08-04T03:35:58.099Z,1549591,0,45434,2014-08-04T03:35:58.099Z,86660,41
0,0,IWCpGqqsNC,0,0,0,0,2014-08-04T03:35:58.435Z,0,0,0,2014-08-04T03:35:58.435Z,0,0
833,50,coTwE0wev7,13324,1844,574,539,2014-08-04T03:35:59.079Z,70870,0,704,2014-08-04T03:35:59.079Z,856,37
17497,54,m8AoKqBgzx,56692,10699,9729,20808,2014-08-04T03:36:00.067Z,2165522,0,15824,2014-08-04T03:36:00.067Z,11491,44
8199,43,wJcm0dtL99,46815,6771,1503,2898,2014-08-04T03:36:01.160Z,263515,0,3249,2014-08-04T03:36:01.160Z,6315,35
4888,30,qOOTaeOuab,21973,4906,2283,5011,2014-08-04T03:36:02.125Z,127330,0,3438,2014-08-04T03:36:02.125Z,1988,37
2908,35,9GQgsLMgXE,21892,5782,1836,5880,2014-08-04T03:36:03.082Z,36751,0,10273,2014-08-04T03:36:03.082Z,2756,53
21490,38,cKhfIdxmlt,41816,31305,5368,3891,2014-08-04T03:36:04.184Z,419869,0,13371,2014-08-04T03:36:04.184Z,15917,51
0,0,JbHJcNAj1M,0,0,0,0,2014-08-04T03:36:04.820Z,0,0,0,2014-08-04T03:36:04.820Z,0,0
29602,38,25ezPfguxr,133830,10326,3498,14429,2014-08-04T03:36:05.074Z,463242,0,20709,2014-08-04T03:36:05.074Z,17897,57
9576,51,VDwRVSvZiu,5735,9599,2372,5049,2014-08-04T03:36:06.070Z,12887,0,4301,2014-08-04T03:36:06.070Z,5736,63
10989,74,p2CGxjTUol,4034,4422,4824,3864,2014-08-04T03:36:07.109Z,2895,0,6231,2014-08-04T03:36:07.109Z,3726,61
0,0,2m6pEp1hc7,0,0,0,0,2014-08-04T03:36:08.007Z,0,0,0,2014-08-04T03:36:08.007Z,0,0
7625,69,2M2bOrmIqI,38108,11428,3717,3088,2014-08-04T03:36:08.068Z,82252,0,3020,2014-08-04T03:36:08.068Z,8830,51
0,0,UA1FTboKqb,0,0,0,0,2014-08-04T03:36:08.729Z,0,0,0,2014-08-04T03:36:08.729Z,0,0
37481,74,nEDUsk6LFU,103120,7873,1590,2635,2014-08-04T03:36:09.131Z,447139,0,9046,2014-08-04T03:36:09.131Z,10313,47
42252,64,MTjA0jlG0z,182668,11532,10884,18308,2014-08-04T03:36:10.081Z,156480,0,19175,2014-08-04T03:36:10.081Z,27331,38
13573,44,0GlPowUEah,105803,20251,5870,12500,2014-08-04T03:36:11.095Z,325672,0,14922,2014-08-04T03:36:11.095Z,14153,29
0,0,6XaSmbVIm7,0,0,0,0,2014-08-04T03:36:11.673Z,0,0,0,2014-08-04T03:36:11.673Z,0,0
3825,40,N0hTZD50VP,69712,5727,1546,2385,2014-08-04T03:36:12.103Z,60312,0,5308,2014-08-04T03:36:12.103Z,11910,30
0,0,MNJA7vAMgo,0,0,0,0,2014-08-04T03:36:12.566Z,0,0,0,2014-08-04T03:36:12.566Z,0,0
19231,38,QwTSjc5xWe,195186,29787,7139,10484,2014-08-04T03:36:13.038Z,692398,0,16630,2014-08-04T03:36:13.038Z,69722,34
2091,37,0189Wy4clZ,14266,3229,1215,2166,2014-08-04T03:36:14.133Z,57096,0,3129,2014-08-04T03:36:14.133Z,4032,38
0,0,W4v4rDT8B7,0,0,0,0,2014-08-04T03:36:15.032Z,0,0,0,2014-08-04T03:36:15.032Z,0,0
81968,43,xpqZhoLBFk,180249,28233,12923,13629,2014-08-04T03:36:15.090Z,256576,0,50722,2014-08-04T03:36:15.090Z,11349,43
0,0,mLd8NDlDBS,0,0,0,0,2014-08-04T03:36:15.533Z,0,0,0,2014-08-04T03:36:15.533Z,0,0
7817,40,mEwJsKjVCo,179426,45981,13151,10672,2014-08-04T03:36:16.071Z,240069,0,36615,2014-08-04T03:36:16.071Z,32671,50
0,0,i8kfC9qbhG,0,0,0,0,2014-08-04T03:36:16.071Z,0,0,0,2014-08-04T03:36:16.071Z,0,0
38932,38,q1fnYaBR2t,130997,10431,6294,2599,2014-08-04T03:36:17.048Z,89761,0,15318,2014-08-04T03:36:17.048Z,13372,51
0,0,xTpI9wVJ51,0,0,0,0,2014-08-04T03:36:17.468Z,0,0,0,2014-08-04T03:36:17.468Z,0,0
14075,48,OoC1iqTvj5,21656,4659,1373,1004,2014-08-04T03:36:18.077Z,110475,0,3696,2014-08-04T03:36:18.077Z,2392,48
13332,44,PtabKdMyge,50878,7486,4254,8790,2014-08-04T03:36:19.026Z,44689,0,10015,2014-08-04T03:36:19.026Z,6305,44
4698,53,kgU1TVYFXe,29681,7509,4898,15784,2014-08-04T03:36:20.056Z,34419,0,9171,2014-08-04T03:36:20.056Z,10297,48
24806,53,AWUfzHMSFe,147250,12892,7624,8014,2014-08-04T03:36:21.073Z,784358,0,13695,2014-08-04T03:36:21.073Z,31545,47
26230,51,E0KhdYSktF,61934,28332,14163,13700,2014-08-04T03:36:22.003Z,1357188,0,18060,2014-08-04T03:36:22.003Z,23792,50
18544,53,csiJhNG8WI,50730,2768,2376,2362,2014-08-04T03:36:23.050Z,74263,0,6498,2014-08-04T03:36:23.050Z,3714,47
4665,50,Xf0tbSZJLw,20764,6521,7065,5074,2014-08-04T03:36:24.045Z,25609,0,15067,2014-08-04T03:36:24.045Z,5690,53
5625,61,p790AG8B3Q,6754,3477,5626,15794,2014-08-04T03:36:24.968Z,8849,0,4131,2014-08-04T03:36:24.968Z,7136,63
9107,69,bBPZ3MhDMi,34425,11041,6735,10155,2014-08-04T03:36:26.013Z,42507,0,6308,2014-08-04T03:36:26.013Z,39855,56
15199,64,ht78rUYJAM,42826,10582,11504,6615,2014-08-04T03:36:27.010Z,40949,0,15181,2014-08-04T03:36:27.010Z,2812,64
12747,84,AdBtvOgydW,29880,3246,3318,5294,2014-08-04T03:36:27.980Z,82236,0,5182,2014-08-04T03:36:27.980Z,40571,50
0,0,aymRLqsBGT,0,0,0,0,2014-08-04T03:36:28.087Z,0,0,0,2014-08-04T03:36:28.087Z,0,0
4563,81,F0WUuvqWQy,14224,2766,1301,1907,2014-08-04T03:36:29.034Z,521569,0,2537,2014-08-04T03:36:29.034Z,7378,43
22913,70,X1lkhmqFyj,43516,12673,7436,4303,2014-08-04T03:36:30.019Z,32273,0,14061,2014-08-04T03:36:30.019Z,7628,50
42094,91,zKvpm8fpNv,17000,18405,6138,8061,2014-08-04T03:36:30.985Z,370039,0,15623,2014-08-04T03:36:30.985Z,30451,47
51273,74,SaLTygTgVn,214436,53291,12213,15670,2014-08-04T03:36:32.022Z,280000,0,27315,2014-08-04T03:36:32.022Z,35878,50
4036,66,WFOpiVOite,20050,3878,1214,1578,2014-08-04T03:36:32.995Z,51299,0,4306,2014-08-04T03:36:32.995Z,4201,54
0,0,Xo7STTdrsw,0,0,0,0,2014-08-04T03:36:33.706Z,0,0,0,2014-08-04T03:36:33.706Z,0,0
38680,67,KSYqjqE0fY,111619,29461,6612,8252,2014-08-04T03:36:33.967Z,1395312,0,26723,2014-08-04T03:36:33.967Z,39656,53
0,0,hNI1IsYobg,0,0,0,0,2014-08-04T03:36:34.701Z,0,0,0,2014-08-04T03:36:34.701Z,0,0
107355,57,qB682Hz1ms,328762,119267,16919,42619,2014-08-04T03:36:34.945Z,707359,0,32013,2014-08-04T03:36:34.945Z,188532,43
33235,51,hLXS7JoX5v,428980,30690,5890,16315,2014-08-04T03:36:35.972Z,383533,0,19621,2014-08-04T03:36:35.972Z,33206,35
51320,64,7bzkOJP5dx,53682,24221,22715,28976,2014-08-04T03:36:36.997Z,21490,0,29087,2014-08-04T03:36:36.997Z,56231,37
12553,70,wRmzVkKZjm,10719,3426,2242,8041,2014-08-04T03:36:37.980Z,166379,0,3623,2014-08-04T03:36:37.980Z,3645,37
7150,74,4j1Nkev4nu,4696,4844,10879,21556,2014-08-04T03:36:38.992Z,6713,0,10560,2014-08-04T03:36:38.992Z,6224,54
1596,78,MulzL2cn4K,15525,5944,2113,1986,2014-08-04T03:36:39.971Z,156556,0,2484,2014-08-04T03:36:39.971Z,4397,64
53693,67,cuKMKcvlC4,179709,9415,13863,17457,2014-08-04T03:36:40.969Z,327986,0,15437,2014-08-04T03:36:40.969Z,24273,54
0,0,DBGtnuF4nB,0,0,0,0,2014-08-04T03:36:41.100Z,0,0,0,2014-08-04T03:36:41.100Z,0,0
15220,60,3HqFPw1hf7,49080,10784,632,949,2014-08-04T03:36:41.960Z,169629,0,8106,2014-08-04T03:36:41.960Z,16988,53
6459,54,pk1rc0czS9,33055,15482,5316,14787,2014-08-04T03:36:42.981Z,43087,0,14398,2014-08-04T03:36:42.981Z,21494,47
15034,70,jlK7pKjWgL,14889,8436,9283,12244,2014-08-04T03:36:44.001Z,20687,0,9097,2014-08-04T03:36:44.001Z,23641,50
17967,84,JKp6zXimsM,8711,2492,11355,5506,2014-08-04T03:36:44.987Z,7055,0,9122,2014-08-04T03:36:44.987Z,6594,60
0,0,77p8PJXbNn,0,0,0,0,2014-08-04T03:36:45.707Z,0,0,0,2014-08-04T03:36:45.707Z,0,0
54068,87,tl9oOxMVuQ,166381,61085,12184,5633,2014-08-04T03:36:45.985Z,765255,0,30101,2014-08-04T03:36:45.985Z,75917,60
14384,78,0MMnvrNekH,91101,30524,7415,18364,2014-08-04T03:36:46.998Z,117198,0,25407,2014-08-04T03:36:46.998Z,17751,57
14186,64,x07vSxZRvW,41664,19248,13661,7980,2014-08-04T03:36:47.943Z,7485,0,11983,2014-08-04T03:36:47.943Z,10420,57
6574,41,wJPjGzGZpr,57404,16232,7248,8563,2014-08-04T03:36:48.938Z,11504,0,10909,2014-08-04T03:36:48.938Z,6150,53
4439,44,90Aj11SBNG,13311,8579,5145,8572,2014-08-04T03:36:49.889Z,27936,0,8486,2014-08-04T03:36:49.889Z,15836,61
12595,57,4TxhC8na2t,8866,3799,3004,3384,2014-08-04T03:36:50.881Z,1621,0,11377,2014-08-04T03:36:50.881Z,3718,67
0,0,VgGkWd6XWX,0,0,0,0,2014-08-04T03:36:51.540Z,0,0,0,2014-08-04T03:36:51.540Z,0,0
155895,64,Q5anzVOIK0,205305,21846,5017,10202,2014-08-04T03:36:51.904Z,1502562,0,36436,2014-08-04T03:36:51.904Z,54041,63
0,0,zFtEqQPygh,0,0,0,0,2014-08-04T03:36:51.916Z,0,0,0,2014-08-04T03:36:51.916Z,0,0
29675,80,WP1FkMCYbK,55544,11700,1432,1235,2014-08-04T03:36:52.885Z,42676,0,5516,2014-08-04T03:36:52.885Z,10656,56
7567,66,gipRisOORj,62444,9680,1998,3144,2014-08-04T03:36:53.944Z,145874,0,6261,2014-08-04T03:36:53.944Z,7026,47
29809,61,jLbXWmsE2x,48404,9231,5627,10173,2014-08-04T03:36:54.910Z,46314,0,14651,2014-08-04T03:36:54.910Z,4812,38
119094,50,PnLIdtI4Mm,466511,30351,17348,22881,2014-08-04T03:36:55.903Z,501838,0,27654,2014-08-04T03:36:55.903Z,24738,34
19190,43,hpQBAprgwZ,125859,11143,1703,4277,2014-08-04T03:36:56.859Z,278606,0,6849,2014-08-04T03:36:56.859Z,24869,29
3693,56,9ybNlNtMLd,12664,5479,1771,1378,2014-08-04T03:36:57.923Z,127398,0,3906,2014-08-04T03:36:57.923Z,8885,37
11908,56,tpivVCGkqo,29981,13586,12077,7145,2014-08-04T03:36:58.952Z,278351,0,18383,2014-08-04T03:36:58.952Z,22506,40
0,0,3WZIXxzwYG,0,0,0,0,2014-08-04T03:36:59.494Z,0,0,0,2014-08-04T03:36:59.494Z,0,0
46337,50,hBNJzheJmO,518750,23252,6014,17989,2014-08-04T03:36:59.863Z,1658055,0,19694,2014-08-04T03:36:59.863Z,24759,37
10842,47,GZ2xN2PQNa,35067,9530,8871,23518,2014-08-04T03:37:00.951Z,17990,0,26250,2014-08-04T03:37:00.951Z,7070,56
43781,44,1XWH5w7Igx,111906,20165,11282,14239,2014-08-04T03:37:01.903Z,404382,0,22170,2014-08-04T03:37:01.903Z,28251,54
1338,35,5bgtRaq73k,11931,6193,1483,3098,2014-08-04T03:37:02.833Z,52002,0,2802,2014-08-04T03:37:02.833Z,3583,50
5895,44,gJKXKFvuR2,38688,13498,11002,9442,2014-08-04T03:37:03.954Z,25936,0,14501,2014-08-04T03:37:03.954Z,15679,66
16899,47,GTf3DD3S6E,90315,21566,5421,12777,2014-08-04T03:37:04.866Z,382741,0,9291,2014-08-04T03:37:04.866Z,16698,51
1430,24,DkdIFaBuWV,40269,8242,10783,9406,2014-08-04T03:37:05.848Z,130908,0,11295,2014-08-04T03:37:05.848Z,2470,57
