eegLowAlpha,eSenseMeditation,objectId,eegTheta,eegLowBeta,eegHighGamma,eegLowGamma,updatedAt,eegDelta,poorSignal,eegHighBeta,createdAt,eegHighAlpha,eSenseAttention
25604,69,3iH8RCz7yk,38392,21419,6105,7056,2014-08-03T19:28:22.813Z,68368,0,10155,2014-08-03T19:28:22.813Z,13725,35
5248,63,TyJwXaBRsd,50941,16430,2535,5868,2014-08-03T19:28:23.936Z,26892,0,9681,2014-08-03T19:28:23.936Z,14065,41
28287,54,7R4WpNAiuN,60869,25283,5214,6839,2014-08-03T19:28:24.874Z,132194,0,14023,2014-08-03T19:28:24.874Z,4987,43
22789,53,cvMvYkhnZq,61093,3499,2317,4863,2014-08-03T19:28:25.760Z,13036,0,4544,2014-08-03T19:28:25.760Z,4604,40
5933,44,xyZqwlBCPN,30326,4233,2264,5220,2014-08-03T19:28:26.792Z,12491,0,10064,2014-08-03T19:28:26.792Z,4123,47
15309,57,ifK8bppsbw,5522,7925,7450,4095,2014-08-03T19:28:27.803Z,11949,0,10758,2014-08-03T19:28:27.803Z,5601,57
19194,60,tWrFB8nvpu,75172,7256,6514,4693,2014-08-03T19:28:28.883Z,44884,0,17263,2014-08-03T19:28:28.883Z,17831,57
0,0,8N5He7B1Xn,0,0,0,0,2014-08-03T19:28:29.446Z,0,0,0,2014-08-03T19:28:29.446Z,0,0
28508,57,sRh5t13FAZ,95670,10899,680,3383,2014-08-03T19:28:29.814Z,161779,0,9029,2014-08-03T19:28:29.814Z,12206,60
0,0,hWbp6dKO44,0,0,0,0,2014-08-03T19:28:30.161Z,0,0,0,2014-08-03T19:28:30.161Z,0,0
50455,57,QsbcGrW6xG,242547,32297,4733,9865,2014-08-03T19:28:30.772Z,1025745,0,14841,2014-08-03T19:28:30.772Z,21962,43
1412,43,NaX2SifVaN,18117,1798,930,1827,2014-08-03T19:28:31.789Z,24782,0,2656,2014-08-03T19:28:31.789Z,2839,30
42539,53,SUgblmQAaF,43679,3370,4716,3628,2014-08-03T19:28:32.793Z,29861,0,10548,2014-08-03T19:28:32.793Z,21112,26
20821,61,hqlvlLQKuk,35800,7044,3531,3234,2014-08-03T19:28:33.773Z,22268,0,9652,2014-08-03T19:28:33.773Z,17576,34
59720,70,s10kKobaXi,77866,9587,1768,2836,2014-08-03T19:28:34.769Z,376046,0,9173,2014-08-03T19:28:34.769Z,4515,35
9236,75,pc85fGt2iR,28410,9661,4884,7710,2014-08-03T19:28:35.880Z,77229,0,7524,2014-08-03T19:28:35.880Z,3288,40
20031,67,Rk5mpuFYs2,41005,7577,4203,10511,2014-08-03T19:28:36.747Z,5989,0,8371,2014-08-03T19:28:36.747Z,11252,41
35742,56,64JM2FATUX,179889,12116,6015,8593,2014-08-03T19:28:37.754Z,414378,0,13196,2014-08-03T19:28:37.754Z,12093,35
17540,54,qetXjjxcyK,20671,5788,2225,2711,2014-08-03T19:28:38.762Z,29725,0,8594,2014-08-03T19:28:38.762Z,1531,48
17018,60,syobvwgxS5,26368,36510,3897,7058,2014-08-03T19:28:39.721Z,14940,0,10517,2014-08-03T19:28:39.721Z,16125,47
15684,60,ediHcyF6dd,53137,12761,7493,2816,2014-08-03T19:28:40.765Z,44265,0,4037,2014-08-03T19:28:40.765Z,25014,37
12355,66,qE41vEzurf,46231,20342,5170,10933,2014-08-03T19:28:41.767Z,112901,0,12239,2014-08-03T19:28:41.767Z,20764,47
0,0,fUSmT0AA7H,0,0,0,0,2014-08-03T19:28:42.279Z,0,0,0,2014-08-03T19:28:42.279Z,0,0
3337,51,gd8CYn8tMm,262260,21628,3610,3196,2014-08-03T19:28:42.739Z,451789,0,12363,2014-08-03T19:28:42.739Z,37598,27
58036,57,ZVSjxVYbCq,82183,18682,1478,4318,2014-08-03T19:28:43.741Z,36817,0,15519,2014-08-03T19:28:43.741Z,41622,21
7160,41,OrN2M98NJl,109155,38273,3207,4506,2014-08-03T19:28:44.743Z,19559,0,9452,2014-08-03T19:28:44.743Z,10704,26
2216,35,CG3CE7nbJd,23630,15727,4620,10341,2014-08-03T19:28:45.714Z,13688,0,5754,2014-08-03T19:28:45.714Z,10476,27
5449,47,UTIHo7zBcK,25992,1419,1334,3012,2014-08-03T19:28:46.721Z,3367,0,3552,2014-08-03T19:28:46.721Z,6417,35
5863,41,SG87mQvepF,9390,3368,3502,1880,2014-08-03T19:28:47.688Z,9232,0,5110,2014-08-03T19:28:47.688Z,3903,47
3542,50,5adaxEnJBB,130387,9584,12680,1071,2014-08-03T19:28:48.714Z,258607,0,8942,2014-08-03T19:28:48.714Z,30578,43
5804,43,zaZbwvM47B,53443,15938,3273,3842,2014-08-03T19:28:49.741Z,12503,0,5794,2014-08-03T19:28:49.741Z,5595,37
6387,54,PusmONb7qg,2280,8092,2146,3243,2014-08-03T19:28:50.718Z,10673,0,7778,2014-08-03T19:28:50.718Z,12595,51
10117,53,WsmiPBZUuc,23347,4085,5407,6019,2014-08-03T19:28:51.762Z,37964,0,6196,2014-08-03T19:28:51.762Z,8301,47
1547,61,7hfh8c332m,21197,20403,4765,4203,2014-08-03T19:28:52.867Z,13565,0,7000,2014-08-03T19:28:52.867Z,21625,57
14473,67,lJ3dzLtdIV,53606,11316,4979,7866,2014-08-03T19:28:53.806Z,16878,0,11545,2014-08-03T19:28:53.806Z,8480,63
9002,63,w6igxv93WY,9396,3889,6426,6477,2014-08-03T19:28:54.833Z,10256,0,10544,2014-08-03T19:28:54.833Z,4737,64
6762,63,dvaoS0Aigb,19183,14537,3639,9507,2014-08-03T19:28:55.848Z,35477,0,10611,2014-08-03T19:28:55.848Z,15981,69
26821,66,9rwnVANPYT,57133,10626,6521,5712,2014-08-03T19:28:56.692Z,9458,0,11576,2014-08-03T19:28:56.692Z,22410,66
17756,78,ihFQdKgq2Z,16444,4732,3669,5579,2014-08-03T19:28:57.663Z,1352,0,6856,2014-08-03T19:28:57.663Z,5034,67
22521,77,GIRhTZhRwW,40476,9424,1838,5929,2014-08-03T19:28:58.681Z,3329,0,3597,2014-08-03T19:28:58.681Z,6412,47
22459,75,kBH5S2z7gL,51012,7960,4395,6726,2014-08-03T19:28:59.679Z,20458,0,7959,2014-08-03T19:28:59.679Z,9878,37
24616,75,5euShE3QhW,45330,12555,5404,4562,2014-08-03T19:29:00.691Z,62244,0,5701,2014-08-03T19:29:00.691Z,19314,30
9796,66,0PQ19xCaCn,79066,10964,2292,4871,2014-08-03T19:29:01.684Z,69133,0,19828,2014-08-03T19:29:01.684Z,31038,29
57417,64,tRZoQa0cZL,139643,23252,5486,6045,2014-08-03T19:29:02.793Z,68160,0,10060,2014-08-03T19:29:02.793Z,26348,27
5984,63,e9qjqfaEfO,47020,5259,3718,5105,2014-08-03T19:29:03.769Z,212754,0,7538,2014-08-03T19:29:03.769Z,17444,29
25283,64,3zTKrFhwXt,25302,18204,11733,8464,2014-08-03T19:29:04.729Z,438244,0,11181,2014-08-03T19:29:04.729Z,22034,37
20731,75,h8I7JEQGS0,24689,4420,3481,4276,2014-08-03T19:29:05.639Z,8152,0,9680,2014-08-03T19:29:05.639Z,14605,37
6876,67,c1LJlqzM1U,58404,8856,2480,3303,2014-08-03T19:29:06.732Z,37876,0,4326,2014-08-03T19:29:06.732Z,8879,40
0,0,HA3Ac0iDOg,0,0,0,0,2014-08-03T19:29:06.980Z,0,0,0,2014-08-03T19:29:06.980Z,0,0
4001,66,desg8bBJ5y,19530,5244,3125,6262,2014-08-03T19:29:07.742Z,223842,0,5563,2014-08-03T19:29:07.742Z,7063,44
0,0,cN2Ujz35qs,0,0,0,0,2014-08-03T19:29:08.629Z,0,0,0,2014-08-03T19:29:08.629Z,0,0
82772,64,hWRxP1k9R7,127003,22763,8659,8831,2014-08-03T19:29:08.662Z,448406,0,14262,2014-08-03T19:29:08.662Z,34433,37
3674,54,AJZXAoqP9O,27257,12182,987,1249,2014-08-03T19:29:09.745Z,105446,0,2973,2014-08-03T19:29:09.745Z,9933,27
2208,54,y7N4YTx4az,80547,7584,7230,5423,2014-08-03T19:29:10.871Z,57821,0,18952,2014-08-03T19:29:10.871Z,24515,40
9630,60,QTBsj0rlgS,19926,3887,7154,4872,2014-08-03T19:29:11.669Z,24147,0,6512,2014-08-03T19:29:11.669Z,8702,38
12988,56,RTi9NVwIYO,43126,5656,5442,2332,2014-08-03T19:29:12.742Z,16369,0,5233,2014-08-03T19:29:12.742Z,11590,41
11891,63,r7Fhymzfq7,18093,2411,3609,2530,2014-08-03T19:29:13.690Z,3722,0,8088,2014-08-03T19:29:13.690Z,6304,51
5252,60,HpqQOMgd5E,29674,7991,3247,7445,2014-08-03T19:29:14.670Z,38029,0,8417,2014-08-03T19:29:14.670Z,3519,54
4709,56,ylxnouwFWG,24716,1516,5389,7931,2014-08-03T19:29:15.621Z,1499,0,8347,2014-08-03T19:29:15.621Z,9372,57
1353,51,NYnt3mMZui,8720,3871,741,1512,2014-08-03T19:29:16.609Z,143437,0,3827,2014-08-03T19:29:16.609Z,3981,70
0,0,FQxECb0Fqm,0,0,0,0,2014-08-03T19:29:16.837Z,0,0,0,2014-08-03T19:29:16.837Z,0,0
4931,43,fMad5fYf29,24551,6618,1117,1635,2014-08-03T19:29:17.598Z,149500,0,4826,2014-08-03T19:29:17.598Z,7356,66
11343,48,OxN7z2eHbS,45776,16989,26556,13667,2014-08-03T19:29:18.620Z,105937,0,17347,2014-08-03T19:29:18.620Z,10686,66
19675,50,a4Ecobniqh,26713,20384,4708,22269,2014-08-03T19:29:19.618Z,472392,0,14505,2014-08-03T19:29:19.618Z,11419,67
17625,48,16gkMYtaua,138571,7997,7817,12996,2014-08-03T19:29:20.622Z,125396,0,13358,2014-08-03T19:29:20.622Z,23109,54
5943,40,1Qfr7pQ96K,56280,16708,15766,11540,2014-08-03T19:29:21.607Z,15775,0,9912,2014-08-03T19:29:21.607Z,7992,54
4325,43,jut4YIYvJZ,14542,1701,1762,3007,2014-08-03T19:29:22.578Z,107665,0,2145,2014-08-03T19:29:22.578Z,2695,47
79482,41,caA1kwOTGG,188955,5598,14449,8581,2014-08-03T19:29:23.640Z,367523,0,17093,2014-08-03T19:29:23.640Z,7928,34
59279,53,XrG3P7JM1t,189204,47504,7002,3783,2014-08-03T19:29:24.580Z,239245,0,33154,2014-08-03T19:29:24.580Z,132732,35
19843,61,82thIdR4rG,90315,17484,5705,8453,2014-08-03T19:29:25.591Z,809636,0,11984,2014-08-03T19:29:25.591Z,17775,29
33887,67,CltQ0egvEQ,53007,18078,4843,6431,2014-08-03T19:29:26.640Z,57783,0,7669,2014-08-03T19:29:26.640Z,20236,26
3416,63,fm8SW7cJ7v,24906,5845,8415,8843,2014-08-03T19:29:27.600Z,52128,0,9733,2014-08-03T19:29:27.600Z,5955,40
14257,69,soePeWlw4V,17856,7641,6528,5038,2014-08-03T19:29:28.555Z,9323,0,7551,2014-08-03T19:29:28.555Z,32152,41
27195,80,dVF3wd50d2,46063,9123,7000,5999,2014-08-03T19:29:29.559Z,29650,0,6740,2014-08-03T19:29:29.559Z,22696,40
8148,80,Pc4NfhNQ8Q,32542,2128,4844,8146,2014-08-03T19:29:30.554Z,47909,0,3681,2014-08-03T19:29:30.554Z,19810,40
12198,94,Ju737Y4Hfr,10987,8642,5457,3257,2014-08-03T19:29:31.551Z,5443,0,3846,2014-08-03T19:29:31.551Z,8664,30
1397,87,lt1awsqzNx,5433,1924,1344,1760,2014-08-03T19:29:32.546Z,184882,0,2716,2014-08-03T19:29:32.546Z,4812,38
6558,80,vjaQ3tmtIW,10768,9797,6631,7084,2014-08-03T19:29:33.565Z,9281,0,8172,2014-08-03T19:29:33.565Z,5093,54
1287,60,Jbpacuc1Kz,17629,4824,841,1112,2014-08-03T19:29:34.540Z,121846,0,2282,2014-08-03T19:29:34.540Z,2093,60
3393,40,BuZxct4ckh,31722,4237,2180,5321,2014-08-03T19:29:35.561Z,17080,0,4953,2014-08-03T19:29:35.561Z,3154,60
34442,47,YLxE2d5VsR,23025,3318,3806,3050,2014-08-03T19:29:36.517Z,17207,0,7898,2014-08-03T19:29:36.517Z,2506,54
9751,44,GmcsiWQKKj,17780,17954,3473,3771,2014-08-03T19:29:37.623Z,26120,0,4943,2014-08-03T19:29:37.623Z,3050,47
7064,54,0Sose2nITV,13430,4765,2383,1098,2014-08-03T19:29:38.574Z,9205,0,5242,2014-08-03T19:29:38.574Z,700,54
41385,74,nVETJFDp0b,121940,49968,5241,4666,2014-08-03T19:29:39.626Z,141527,0,40945,2014-08-03T19:29:39.626Z,94055,57
0,0,vz7jLs4Wzm,0,0,0,0,2014-08-03T19:29:39.807Z,0,0,0,2014-08-03T19:29:39.807Z,0,0
0,0,0xHnfJl1SI,0,0,0,0,2014-08-03T19:29:40.129Z,0,0,0,2014-08-03T19:29:40.129Z,0,0
44555,41,Qnr9hb7j9j,1114501,17177,5904,7353,2014-08-03T19:29:40.613Z,1323349,0,21352,2014-08-03T19:29:40.613Z,34443,37
2468,44,KNwG824YwE,10712,3235,2592,4100,2014-08-03T19:29:41.551Z,9416,0,6068,2014-08-03T19:29:41.551Z,5763,43
13562,43,nTLRpF2lXV,61575,3265,9402,3840,2014-08-03T19:29:42.529Z,50525,0,8799,2014-08-03T19:29:42.529Z,9399,34
3161,53,BmSOoqqEGW,14014,5983,6005,4857,2014-08-03T19:29:45.594Z,9514,0,9247,2014-08-03T19:29:45.594Z,5023,66
4711,48,eNbwgvkJkF,22315,975,5657,3758,2014-08-03T19:29:46.190Z,9918,0,6112,2014-08-03T19:29:46.190Z,4701,61
6349,43,6Elaa7TldT,27261,8763,2752,3323,2014-08-03T19:29:46.795Z,12441,0,13533,2014-08-03T19:29:46.795Z,3415,74
37805,53,bjszeHwAEO,21832,9450,3828,3931,2014-08-03T19:29:47.499Z,30691,0,21793,2014-08-03T19:29:47.499Z,12798,80
13543,37,hVJVowdRcZ,51949,9254,5149,7102,2014-08-03T19:29:47.754Z,4130,0,11523,2014-08-03T19:29:47.754Z,13231,34
2667,60,3ydCFaV7Qd,6776,3076,2929,3528,2014-08-03T19:29:48.514Z,4081,0,3907,2014-08-03T19:29:48.514Z,4283,77
5842,61,T0GAOyKQso,17381,7519,4472,3527,2014-08-03T19:29:49.509Z,9840,0,4131,2014-08-03T19:29:49.509Z,6132,75
5074,70,nsfDp8gOnh,16806,3123,498,1541,2014-08-03T19:29:50.471Z,78645,0,2733,2014-08-03T19:29:50.471Z,4872,61
0,0,sM7nGCTOTy,0,0,0,0,2014-08-03T19:29:50.685Z,0,0,0,2014-08-03T19:29:50.685Z,0,0
25076,51,mykapTFx6L,231843,30245,2616,3043,2014-08-03T19:29:51.493Z,895565,0,11813,2014-08-03T19:29:51.493Z,29128,41
11675,54,6lwMPrmTTR,17192,7618,3706,14511,2014-08-03T19:29:52.503Z,15075,0,8801,2014-08-03T19:29:52.503Z,12072,38
12405,54,rr4JRGfoyi,30125,6444,3910,6506,2014-08-03T19:29:53.499Z,28568,0,16079,2014-08-03T19:29:53.499Z,6729,47
0,0,FkHRd7zyO5,0,0,0,0,2014-08-03T19:29:54.449Z,0,0,0,2014-08-03T19:29:54.449Z,0,0
19920,69,0kaicTqWyI,40048,16693,7282,3575,2014-08-03T19:29:54.548Z,85280,0,16583,2014-08-03T19:29:54.548Z,82903,48
0,0,LlcpuW7ivR,0,0,0,0,2014-08-03T19:29:54.758Z,0,0,0,2014-08-03T19:29:54.758Z,0,0
13889,81,ZVVvW8lupW,21862,4801,839,3358,2014-08-03T19:29:55.464Z,149494,0,8044,2014-08-03T19:29:55.464Z,5470,64
0,0,QebhsOoWu5,0,0,0,0,2014-08-03T19:29:56.143Z,0,0,0,2014-08-03T19:29:56.143Z,0,0
42610,67,ZOKOzn5mfX,399300,27534,3436,4869,2014-08-03T19:29:56.423Z,407484,0,42231,2014-08-03T19:29:56.423Z,63855,54
45775,74,hrEGMoqf01,74982,26812,3311,9147,2014-08-03T19:29:57.462Z,47936,0,17182,2014-08-03T19:29:57.462Z,24278,44
25535,69,lA52qjUnQs,14395,7210,3372,4625,2014-08-03T19:29:58.448Z,7972,0,8549,2014-08-03T19:29:58.448Z,5887,50
17253,81,31NT0uoBh4,7308,3008,7639,3348,2014-08-03T19:29:59.456Z,13984,0,3893,2014-08-03T19:29:59.456Z,3939,47
10442,91,daMWzT3ljQ,16528,3734,3678,4337,2014-08-03T19:30:00.442Z,2337,0,6744,2014-08-03T19:30:00.442Z,2193,56
5990,97,J7Sr3w0lj7,5394,3390,6072,2879,2014-08-03T19:30:01.516Z,4698,0,4522,2014-08-03T19:30:01.516Z,7685,63
6371,93,SgzssGXJn1,11344,2672,2597,2287,2014-08-03T19:30:02.609Z,4104,0,6493,2014-08-03T19:30:02.609Z,8764,66
9784,93,kB3ihdPAFA,11772,4490,3029,3230,2014-08-03T19:30:03.443Z,14908,0,5257,2014-08-03T19:30:03.443Z,21553,63
7154,100,vQDCqN2vXu,13144,1577,808,1907,2014-08-03T19:30:04.408Z,14062,0,2459,2014-08-03T19:30:04.408Z,10477,53
6123,97,FVPph5dAEL,4248,11919,4722,3254,2014-08-03T19:30:05.420Z,8431,0,4929,2014-08-03T19:30:05.420Z,11278,53
21286,97,XDmf7AWuyl,31993,4252,4192,2125,2014-08-03T19:30:06.436Z,23942,0,4940,2014-08-03T19:30:06.436Z,5924,41
1966,75,vHMKwIFUch,16173,1306,2675,3164,2014-08-03T19:30:07.432Z,3607,0,3889,2014-08-03T19:30:07.432Z,2509,47
25099,80,yOcYjSOrsg,14885,2621,3803,4211,2014-08-03T19:30:09.245Z,15329,0,4993,2014-08-03T19:30:09.245Z,5745,50
10950,67,aaVUwUISBW,65298,7521,4614,6302,2014-08-03T19:30:09.439Z,12197,0,7911,2014-08-03T19:30:09.439Z,13622,40
2814,61,n0IXzfum0m,22342,4915,7276,10758,2014-08-03T19:30:10.420Z,22871,0,11024,2014-08-03T19:30:10.420Z,11568,53
62538,88,8ygBovTGSu,19757,4163,1937,5826,2014-08-03T19:30:11.408Z,2571,0,4027,2014-08-03T19:30:11.408Z,12060,38
2098,74,zaWdNVRgjT,4243,2411,854,2110,2014-08-03T19:30:12.408Z,113894,0,2187,2014-08-03T19:30:12.408Z,2562,47
27539,70,SLkMbuJoZK,115776,26324,4876,5153,2014-08-03T19:30:13.402Z,126036,0,14874,2014-08-03T19:30:13.402Z,15880,47
20957,51,o9shUdUoiP,327840,41410,15853,27922,2014-08-03T19:30:14.642Z,789426,0,16662,2014-08-03T19:30:14.642Z,6620,29
7192,37,Fif6maOxyZ,20854,2728,3466,3155,2014-08-03T19:30:15.407Z,51464,0,2911,2014-08-03T19:30:15.407Z,9078,35
13050,35,weIFCg7QEm,21534,7007,5764,5243,2014-08-03T19:30:16.412Z,13201,0,8455,2014-08-03T19:30:16.412Z,3338,35
13509,44,TE56uQ7CLh,9333,7452,10601,11339,2014-08-03T19:30:17.387Z,49715,0,14063,2014-08-03T19:30:17.387Z,9723,50
40167,69,Chf86Cbk8V,35901,5534,8930,9178,2014-08-03T19:30:18.407Z,5360,0,12732,2014-08-03T19:30:18.407Z,6606,60
9112,64,XScxgdkYY7,30459,3463,1620,1478,2014-08-03T19:30:19.367Z,24014,0,2880,2014-08-03T19:30:19.367Z,4409,60
30883,56,jruP5B7eyY,141798,18244,7527,9811,2014-08-03T19:30:20.380Z,125142,0,13601,2014-08-03T19:30:20.380Z,2426,48
698,51,5Jtzm1fdgk,11493,1139,2239,1359,2014-08-03T19:30:21.400Z,146301,0,3394,2014-08-03T19:30:21.400Z,6561,40
20151,48,a9Xsk0xeiS,31472,1429,4243,2743,2014-08-03T19:30:22.350Z,89229,0,2083,2014-08-03T19:30:22.350Z,1341,27
2060,47,wJCXDB2lOo,4369,3902,1445,4432,2014-08-03T19:30:23.396Z,68238,0,1129,2014-08-03T19:30:23.396Z,1131,35
55411,63,VtkyRWAtps,52157,11502,4382,8478,2014-08-03T19:30:24.379Z,71595,0,9929,2014-08-03T19:30:24.379Z,16517,35
9921,66,MwRriN06Gk,10193,11080,2056,12266,2014-08-03T19:30:25.340Z,5623,0,6499,2014-08-03T19:30:25.340Z,6987,37
15920,74,PpdKtht3uP,11057,4876,7489,6010,2014-08-03T19:30:26.357Z,2723,0,5426,2014-08-03T19:30:26.357Z,7806,50
17616,77,uyzZ0rZgcw,28063,8508,5326,5483,2014-08-03T19:30:27.372Z,8493,0,9636,2014-08-03T19:30:27.372Z,3959,51
3569,77,kfgxod7wIZ,5640,332,512,2746,2014-08-03T19:30:29.381Z,115697,0,2280,2014-08-03T19:30:29.381Z,4131,60
0,0,VmyBMq67Oy,0,0,0,0,2014-08-03T19:30:29.753Z,0,0,0,2014-08-03T19:30:29.753Z,0,0
40299,50,mAjcSTq58Y,555405,25300,15256,21780,2014-08-03T19:30:30.320Z,1085536,0,14907,2014-08-03T19:30:30.320Z,13094,34
23494,51,5u3XuoFMkj,32674,12136,6350,11134,2014-08-03T19:30:31.294Z,18340,0,7932,2014-08-03T19:30:31.294Z,6148,29
22219,77,N6dLNEuRuh,44570,21894,5242,6976,2014-08-03T19:30:32.021Z,71861,0,9399,2014-08-03T19:30:32.021Z,29504,51
23839,47,sWO2ZXrxHH,35278,12363,6196,4096,2014-08-03T19:30:32.455Z,23812,0,11314,2014-08-03T19:30:32.455Z,6831,29
23210,40,D5TEXueX3j,66643,21416,2308,6400,2014-08-03T19:30:33.314Z,34647,0,7495,2014-08-03T19:30:33.314Z,10344,26
8636,51,JVB31wAMI3,37104,6592,4270,7399,2014-08-03T19:30:34.445Z,3113,0,4967,2014-08-03T19:30:34.445Z,4170,40
1250,34,kXAjIwDv2B,74487,9054,3604,5702,2014-08-03T19:30:35.310Z,13317,0,9670,2014-08-03T19:30:35.310Z,6455,38
8620,27,mjGv7CNEQ4,55679,12596,1830,4958,2014-08-03T19:30:36.338Z,57116,0,7381,2014-08-03T19:30:36.338Z,18540,34
32565,26,lSDphPhMKh,162425,35381,2973,5803,2014-08-03T19:30:37.327Z,701954,0,14282,2014-08-03T19:30:37.327Z,32930,30
8741,38,Y3YpKWdhTX,14667,9397,6489,5246,2014-08-03T19:30:38.324Z,11220,0,8588,2014-08-03T19:30:38.324Z,15863,40
1084,41,h5RXU1qZot,18805,1793,826,1064,2014-08-03T19:30:39.294Z,145619,0,1423,2014-08-03T19:30:39.294Z,1628,35
2202,37,lrSyYRqtiC,14231,2347,467,657,2014-08-03T19:30:40.304Z,95887,0,2272,2014-08-03T19:30:40.304Z,2176,37
40958,38,UBl8YYHxvz,92192,20694,3053,4881,2014-08-03T19:30:41.321Z,612586,0,12883,2014-08-03T19:30:41.321Z,8618,40
13501,30,WxlwBuq2z4,78306,26390,2854,9630,2014-08-03T19:30:42.298Z,476370,0,6952,2014-08-03T19:30:42.298Z,31854,26
6787,44,xorl5zlQl9,31383,5991,635,1702,2014-08-03T19:30:43.361Z,124328,0,5185,2014-08-03T19:30:43.361Z,8995,30
2989,51,VD5Nb09ud5,16204,5669,1145,1003,2014-08-03T19:30:44.269Z,120235,0,3376,2014-08-03T19:30:44.269Z,8592,30
4339,47,WJznRJlrxb,36985,1991,1043,2809,2014-08-03T19:30:45.265Z,112778,0,2531,2014-08-03T19:30:45.265Z,5084,26
1389,35,HKS2vv1Bvv,40153,5347,2686,1831,2014-08-03T19:30:46.288Z,149245,0,3661,2014-08-03T19:30:46.288Z,5795,30
6083,34,cqpXkt2ZwM,26982,3136,1006,1154,2014-08-03T19:30:47.262Z,539264,0,3709,2014-08-03T19:30:47.262Z,6595,29
4299,23,01BW2P6LHr,39353,12092,5043,7447,2014-08-03T19:30:49.482Z,5557,0,6834,2014-08-03T19:30:49.482Z,4409,41
18216,27,SmfEoTkIJe,111550,3876,3868,5739,2014-08-03T19:30:49.723Z,4257,0,22373,2014-08-03T19:30:49.723Z,15379,30
126539,37,qNfzfJGA1J,223333,34235,3374,8632,2014-08-03T19:30:50.404Z,1084717,0,37658,2014-08-03T19:30:50.404Z,50295,43
12175,38,ScuNhZhnV4,34303,12290,3863,2401,2014-08-03T19:30:51.296Z,21436,0,7153,2014-08-03T19:30:51.296Z,8526,47
0,0,21RmEU5LLT,0,0,0,0,2014-08-03T19:30:51.527Z,0,0,0,2014-08-03T19:30:51.527Z,0,0
4849,43,g0oOb9j8rB,31215,5622,2313,10406,2014-08-03T19:30:52.339Z,10912,0,8440,2014-08-03T19:30:52.339Z,14368,48
22244,60,2sm4NZbpDY,25915,6424,1559,2437,2014-08-03T19:30:53.249Z,12426,0,2680,2014-08-03T19:30:53.249Z,5367,37
34432,56,FsQf8dsLs7,128164,18222,6449,6440,2014-08-03T19:30:54.235Z,302615,0,14949,2014-08-03T19:30:54.235Z,21816,35
3896,53,kNaLAdigqq,26805,5645,2923,2784,2014-08-03T19:30:55.347Z,14141,0,5935,2014-08-03T19:30:55.347Z,8826,37
3153,41,a9o46KVwl2,23008,3261,1306,1231,2014-08-03T19:30:56.250Z,29148,0,1938,2014-08-03T19:30:56.250Z,402,29
4684,47,BeX6sQ94Y5,3253,517,406,1063,2014-08-03T19:30:57.361Z,34230,0,1222,2014-08-03T19:30:57.361Z,2191,40
15356,53,7S3ZgZmR5F,58606,28762,4877,3440,2014-08-03T19:30:58.240Z,140825,0,17428,2014-08-03T19:30:58.240Z,43536,47
2998,35,cxpGuIYaiE,87688,39769,4678,7387,2014-08-03T19:30:59.235Z,128107,0,40648,2014-08-03T19:30:59.235Z,7964,57
0,0,19v0ewHUR1,0,0,0,0,2014-08-03T19:30:59.701Z,0,0,0,2014-08-03T19:30:59.701Z,0,0
3453,27,lLC2FVDloF,122545,904,654,2404,2014-08-03T19:31:00.274Z,105393,0,5675,2014-08-03T19:31:00.274Z,4210,51
3096,10,8DnBxpMeVh,18544,2597,2160,2053,2014-08-03T19:31:01.224Z,157214,0,1807,2014-08-03T19:31:01.224Z,3556,44
8638,10,UbYAl0bvDF,41673,11568,9661,4220,2014-08-03T19:31:02.291Z,46866,0,9881,2014-08-03T19:31:02.291Z,30732,43
1357,20,tQcbjkK2iq,18351,9987,7734,4111,2014-08-03T19:31:03.242Z,9135,0,8875,2014-08-03T19:31:03.242Z,4932,43
17640,38,edWY16acvY,45674,9803,1964,9222,2014-08-03T19:31:05.285Z,69879,0,6295,2014-08-03T19:31:05.285Z,2705,50
9191,23,9OLcS7fI6l,208045,4719,3832,2984,2014-08-03T19:31:05.336Z,2871,0,7887,2014-08-03T19:31:05.336Z,5231,43
5880,4,Yq1yhsjNNg,141085,6890,5727,4994,2014-08-03T19:31:06.236Z,13808,0,7685,2014-08-03T19:31:06.236Z,8517,35
33095,27,Ap0zzSbbvE,20679,6990,3734,13187,2014-08-03T19:31:07.183Z,16821,0,6785,2014-08-03T19:31:07.183Z,26575,20
7362,20,yCwLlzMGxS,126617,4305,3377,2848,2014-08-03T19:31:08.889Z,14071,0,5230,2014-08-03T19:31:08.889Z,9143,10
8380,34,H9BFsGZkP2,48587,8340,4091,3624,2014-08-03T19:31:10.508Z,5187,0,5028,2014-08-03T19:31:10.508Z,8976,16
11259,44,qfOJvl68pQ,30397,20298,7254,9938,2014-08-03T19:31:10.507Z,26325,0,3364,2014-08-03T19:31:10.507Z,4719,20
41565,30,trFIQgyapy,265352,56256,4148,6852,2014-08-03T19:31:11.222Z,146252,0,28218,2014-08-03T19:31:11.222Z,109409,16
9660,37,IymA99oRDI,93063,7370,7180,2986,2014-08-03T19:31:12.153Z,389864,0,10797,2014-08-03T19:31:12.153Z,10716,26
20383,54,SllbW11yTb,6888,3622,4071,3779,2014-08-03T19:31:13.259Z,3220,0,2985,2014-08-03T19:31:13.259Z,3496,29
1833,48,qh0I3KNyaz,20896,4859,4359,4553,2014-08-03T19:31:14.158Z,5247,0,10441,2014-08-03T19:31:14.158Z,4030,48
